"","year","month","monthYear","state","CharacteristicName","hasStateReg","firstRegYear","currentRegYear","USDARegion","avgValue"
"3683",2007,9,Sep 2007,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",0.697375
"3684",2007,9,Sep 2007,"TN","Nitrogen",FALSE,NA,NA,"Appalachian",1.25
"3685",2007,9,Sep 2007,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.76222222222222
"3686",2007,9,Sep 2007,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",2.59436842105263
"3687",2007,9,Sep 2007,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.472076124567474
"3688",2007,9,Sep 2007,"WA","Nitrogen",TRUE,2018,2018,"Pacific",1.23683333333333
"3689",2007,9,Sep 2007,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.41364
"3690",2007,9,Sep 2007,"WV","Nitrate",FALSE,NA,NA,"Appalachian",2.19975
"3691",2007,9,Sep 2007,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.0172666666666667
"3692",2007,9,Sep 2007,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",2.39425
"3693",2007,9,Sep 2007,"WY","Nitrate",TRUE,2018,2018,"Mountain",0.6965
"3694",2007,10,Oct 2007,"AK","Nitrate",FALSE,NA,NA,NA,0.59348216
"3695",2007,10,Oct 2007,"AZ","Nitrate",FALSE,1972,2023,"Mountain",3.87865
"3696",2007,10,Oct 2007,"AZ","Nitrite",FALSE,1972,2023,"Mountain",0.193841666666667
"3697",2007,10,Oct 2007,"CA","Nitrogen",TRUE,1918,2018,"Pacific",3.61111111111111
"3698",2007,10,Oct 2007,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.21
"3699",2007,10,Oct 2007,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.1775000025
"3700",2007,10,Oct 2007,"GA","Nitrogen",TRUE,2012,2012,"Southeast",0.575
"3701",2007,10,Oct 2007,"HI","Nitrogen",TRUE,2016,2016,NA,0.194787234042553
"3702",2007,10,Oct 2007,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",4.86755705832629
"3703",2007,10,Oct 2007,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0436865021770682
"3704",2007,10,Oct 2007,"ID","Nitrogen",TRUE,1988,2023,"Mountain",0.123244470333333
"3705",2007,10,Oct 2007,"IL","Nitrate",FALSE,NA,NA,"Corn Belt",2.258
"3706",2007,10,Oct 2007,"IL","Nitrite",FALSE,NA,NA,"Corn Belt",0.0317272727272727
"3707",2007,10,Oct 2007,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.968965517241379
"3708",2007,10,Oct 2007,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.05
"3709",2007,10,Oct 2007,"MD","Nitrogen",TRUE,2002,2016,"Northeast",2.13012942322681
"3710",2007,10,Oct 2007,"ME","Nitrogen",FALSE,NA,NA,"Northeast",0.164
"3711",2007,10,Oct 2007,"MI","Nitrate",FALSE,NA,NA,"Lake States",0.683428571428571
"3712",2007,10,Oct 2007,"MI","Nitrite",FALSE,NA,NA,"Lake States",0.0104411764705882
"3713",2007,10,Oct 2007,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",6.89166666666667
"3714",2007,10,Oct 2007,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.15
"3715",2007,10,Oct 2007,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",1.02388888888889
"3716",2007,10,Oct 2007,"MT","Nitrogen",TRUE,1983,2018,"Mountain",0.127898096565217
"3717",2007,10,Oct 2007,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.479705882352941
"3718",2007,10,Oct 2007,"NY","Nitrate",FALSE,NA,NA,"Northeast",0.65
"3719",2007,10,Oct 2007,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.487314678899083
"3720",2007,10,Oct 2007,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0345
"3721",2007,10,Oct 2007,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.65564766839378
"3722",2007,10,Oct 2007,"SC","Nitrogen",FALSE,NA,NA,"Southeast",1.57464655172414
"3723",2007,10,Oct 2007,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",1.18427272727273
"3724",2007,10,Oct 2007,"TN","Nitrogen",FALSE,NA,NA,"Appalachian",1.06
"3725",2007,10,Oct 2007,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.94371428571429
"3726",2007,10,Oct 2007,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",3.12002631578947
"3727",2007,10,Oct 2007,"VT","Nitrate",FALSE,NA,NA,"Northeast",0.17
"3728",2007,10,Oct 2007,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.5296
"3729",2007,10,Oct 2007,"WA","Nitrogen",TRUE,2018,2018,"Pacific",1.0642
"3730",2007,10,Oct 2007,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.504477611940298
"3731",2007,10,Oct 2007,"WI","Nitrite",FALSE,NA,NA,"Lake States",NA
"3732",2007,10,Oct 2007,"WV","Nitrate",FALSE,NA,NA,"Appalachian",2.495
"3733",2007,10,Oct 2007,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.0363333333333333
"3734",2007,10,Oct 2007,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",2.222
"3735",2007,10,Oct 2007,"WY","Nitrate",TRUE,2018,2018,"Mountain",0.165
"3736",2007,11,Nov 2007,"AZ","Nitrate",FALSE,1972,2023,"Mountain",7.94454545454545
"3737",2007,11,Nov 2007,"AZ","Nitrite",FALSE,1972,2023,"Mountain",0.02
"3738",2007,11,Nov 2007,"CA","Nitrogen",TRUE,1918,2018,"Pacific",18.0496842105263
"3739",2007,11,Nov 2007,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.1
"3740",2007,11,Nov 2007,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.2694999945
"3741",2007,11,Nov 2007,"GA","Nitrogen",TRUE,2012,2012,"Southeast",0.7055
"3742",2007,11,Nov 2007,"HI","Nitrogen",TRUE,2016,2016,NA,0.357425
"3743",2007,11,Nov 2007,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",6.2606103286385
"3744",2007,11,Nov 2007,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0392571428571429
"3745",2007,11,Nov 2007,"IL","Nitrate",FALSE,NA,NA,"Corn Belt",3.93214285714286
"3746",2007,11,Nov 2007,"IL","Nitrite",FALSE,NA,NA,"Corn Belt",0.014
"3747",2007,11,Nov 2007,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",1.58126984126984
"3748",2007,11,Nov 2007,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.16
"3749",2007,11,Nov 2007,"KY","Nitrate",FALSE,NA,NA,"Appalachian",15.0875
"3750",2007,11,Nov 2007,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.43995404040404
"3751",2007,11,Nov 2007,"MI","Nitrate",FALSE,NA,NA,"Lake States",0.798416666666667
"3752",2007,11,Nov 2007,"MI","Nitrite",FALSE,NA,NA,"Lake States",0.0113333333333333
"3753",2007,11,Nov 2007,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",6.935
"3754",2007,11,Nov 2007,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.042
"3755",2007,11,Nov 2007,"NC","Nitrogen",TRUE,2011,2011,"Appalachian",1.63
"3756",2007,11,Nov 2007,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.354722222222222
"3757",2007,11,Nov 2007,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.401734234234234
"3758",2007,11,Nov 2007,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0528
"3759",2007,11,Nov 2007,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.80586206896552
"3760",2007,11,Nov 2007,"SC","Nitrogen",FALSE,NA,NA,"Southeast",1.45906748466258
"3761",2007,11,Nov 2007,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",1.659
"3762",2007,11,Nov 2007,"TN","Nitrogen",FALSE,NA,NA,"Appalachian",1.16
"3763",2007,11,Nov 2007,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.56972222222222
"3764",2007,11,Nov 2007,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.99960689655172
"3765",2007,11,Nov 2007,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.585833333333333
"3766",2007,11,Nov 2007,"WA","Nitrogen",TRUE,2018,2018,"Pacific",0.913
"3767",2007,11,Nov 2007,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.0593333333333333
"3768",2007,11,Nov 2007,"WV","Nitrate",FALSE,NA,NA,"Appalachian",2.58285714285714
"3769",2007,11,Nov 2007,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.0157
"3770",2007,11,Nov 2007,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",1.93633333333333
"3771",2007,12,Dec 2007,"AZ","Nitrate",FALSE,1972,2023,"Mountain",12.32125
"3772",2007,12,Dec 2007,"AZ","Nitrite",FALSE,1972,2023,"Mountain",1.69
"3773",2007,12,Dec 2007,"CA","Nitrogen",TRUE,1918,2018,"Pacific",23.6684642857143
"3774",2007,12,Dec 2007,"CO","Nitrogen",TRUE,2015,2015,"Mountain",1.955
"3775",2007,12,Dec 2007,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.2769999955
"3776",2007,12,Dec 2007,"GA","Nitrogen",TRUE,2012,2012,"Southeast",0.56
"3777",2007,12,Dec 2007,"HI","Nitrogen",TRUE,2016,2016,NA,0.216083333333333
"3778",2007,12,Dec 2007,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",5.29649122807018
"3779",2007,12,Dec 2007,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0405405405405405
"3780",2007,12,Dec 2007,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",1.60594936708861
"3781",2007,12,Dec 2007,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.123333333333333
"3782",2007,12,Dec 2007,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.48569316877153
"3783",2007,12,Dec 2007,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",5.95
"3784",2007,12,Dec 2007,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.104
"3785",2007,12,Dec 2007,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",1.71
"3786",2007,12,Dec 2007,"NV","Nitrogen",TRUE,2004,2022,"Mountain",1.16415217391304
"3787",2007,12,Dec 2007,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.3761
"3788",2007,12,Dec 2007,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.030125
"3789",2007,12,Dec 2007,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.72359756097561
"3790",2007,12,Dec 2007,"SC","Nitrogen",FALSE,NA,NA,"Southeast",1.60234814814815
"3791",2007,12,Dec 2007,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",1.795
"3792",2007,12,Dec 2007,"TN","Nitrogen",FALSE,NA,NA,"Appalachian",1.6
"3793",2007,12,Dec 2007,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.12
"3794",2007,12,Dec 2007,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.81917045454545
"3795",2007,12,Dec 2007,"WA","Nitrogen",TRUE,2018,2018,"Pacific",2.70166666666667
"3796",2007,12,Dec 2007,"WV","Nitrate",FALSE,NA,NA,"Appalachian",5.35
"3797",2007,12,Dec 2007,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.015
"3798",2007,12,Dec 2007,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",2.7135
"3799",2007,12,Dec 2007,"WY","Nitrate",TRUE,2018,2018,"Mountain",0.646666666666667
"3800",2008,1,Jan 2008,"AL","Nitrate",TRUE,2015,2015,"Southeast",1.29
"3801",2008,1,Jan 2008,"AZ","Nitrate",FALSE,1972,2023,"Mountain",6.70140350877193
"3802",2008,1,Jan 2008,"CA","Nitrogen",TRUE,1918,2018,"Pacific",7.477125
"3803",2008,1,Jan 2008,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.3180000035
"3804",2008,1,Jan 2008,"GA","Nitrogen",TRUE,2012,2012,"Southeast",0.505833333333333
"3805",2008,1,Jan 2008,"HI","Nitrogen",TRUE,2016,2016,NA,0.277983333333333
"3806",2008,1,Jan 2008,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",5.83382352941176
"3807",2008,1,Jan 2008,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0121621621621622
"3808",2008,1,Jan 2008,"IL","Nitrate",FALSE,NA,NA,"Corn Belt",14.1866666666667
"3809",2008,1,Jan 2008,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",1.31684210526316
"3810",2008,1,Jan 2008,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.103333333333333
"3811",2008,1,Jan 2008,"KY","Nitrate",FALSE,NA,NA,"Appalachian",2.75089552238806
"3812",2008,1,Jan 2008,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.66177160414269
"3813",2008,1,Jan 2008,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",5.75769230769231
"3814",2008,1,Jan 2008,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.1745
"3815",2008,1,Jan 2008,"NC","Nitrogen",TRUE,2011,2011,"Appalachian",3.59
"3816",2008,1,Jan 2008,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.924
"3817",2008,1,Jan 2008,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.307520588235294
"3818",2008,1,Jan 2008,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0362727272727273
"3819",2008,1,Jan 2008,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.61490615384615
"3820",2008,1,Jan 2008,"SC","Nitrogen",FALSE,NA,NA,"Southeast",1.08523151125402
"3821",2008,1,Jan 2008,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",1.376
"3822",2008,1,Jan 2008,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.57414634146341
"3823",2008,1,Jan 2008,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.8727676056338
"3824",2008,1,Jan 2008,"VT","Nitrogen",FALSE,NA,NA,"Northeast",1.04727272727273
"3825",2008,1,Jan 2008,"WA","Nitrogen",TRUE,2018,2018,"Pacific",2.235
"3826",2008,1,Jan 2008,"WV","Nitrate",FALSE,NA,NA,"Appalachian",1.396
"3827",2008,1,Jan 2008,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.008
"3828",2008,1,Jan 2008,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",1.59366666666667
"3829",2008,1,Jan 2008,"WY","Nitrate",TRUE,2018,2018,"Mountain",0.2605
"3830",2008,2,Feb 2008,"AL","Nitrate",TRUE,2015,2015,"Southeast",1.1
"3831",2008,2,Feb 2008,"AZ","Nitrate",FALSE,1972,2023,"Mountain",3.59854545454545
"3832",2008,2,Feb 2008,"CA","Nitrogen",TRUE,1918,2018,"Pacific",4.27475409836066
"3833",2008,2,Feb 2008,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.26
"3834",2008,2,Feb 2008,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.2185000035
"3835",2008,2,Feb 2008,"GA","Nitrogen",TRUE,2012,2012,"Southeast",0.6562
"3836",2008,2,Feb 2008,"HI","Nitrogen",TRUE,2016,2016,NA,0.202576923076923
"3837",2008,2,Feb 2008,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",6.321875
"3838",2008,2,Feb 2008,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.175
"3839",2008,2,Feb 2008,"IL","Nitrate",FALSE,NA,NA,"Corn Belt",21
"3840",2008,2,Feb 2008,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.912469135802469
"3841",2008,2,Feb 2008,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.062
"3842",2008,2,Feb 2008,"KY","Nitrate",FALSE,NA,NA,"Appalachian",1.04654
"3843",2008,2,Feb 2008,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.71591390713477
"3844",2008,2,Feb 2008,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",4
"3845",2008,2,Feb 2008,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.156
"3846",2008,2,Feb 2008,"NC","Nitrogen",TRUE,2011,2011,"Appalachian",1.11
"3847",2008,2,Feb 2008,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.715181818181818
"3848",2008,2,Feb 2008,"NY","Nitrate",FALSE,NA,NA,"Northeast",1.32538461538462
"3849",2008,2,Feb 2008,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.649998
"3850",2008,2,Feb 2008,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.02
"3851",2008,2,Feb 2008,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.65386069868996
"3852",2008,2,Feb 2008,"SC","Nitrogen",FALSE,NA,NA,"Southeast",0.82752027027027
"3853",2008,2,Feb 2008,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",1.74525
"3854",2008,2,Feb 2008,"TN","Nitrate",FALSE,NA,NA,"Appalachian",6.63
"3855",2008,2,Feb 2008,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.4618
"3856",2008,2,Feb 2008,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.84392248062016
"3857",2008,2,Feb 2008,"WA","Nitrogen",TRUE,2018,2018,"Pacific",2.11
"3858",2008,2,Feb 2008,"WV","Nitrate",FALSE,NA,NA,"Appalachian",2.545
"3859",2008,2,Feb 2008,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.00564
"3860",2008,2,Feb 2008,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",1.3285
"3861",2008,2,Feb 2008,"WY","Nitrate",TRUE,2018,2018,"Mountain",0.2025
"3862",2008,3,Mar 2008,"AK","Nitrite",FALSE,NA,NA,NA,NA
"3863",2008,3,Mar 2008,"AZ","Nitrate",FALSE,1972,2023,"Mountain",3.24861111111111
"3864",2008,3,Mar 2008,"CA","Nitrogen",TRUE,1918,2018,"Pacific",5.48118965517241
"3865",2008,3,Mar 2008,"CO","Nitrogen",TRUE,2015,2015,"Mountain",0.265
"3866",2008,3,Mar 2008,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.149500005
"3867",2008,3,Mar 2008,"GA","Nitrogen",TRUE,2012,2012,"Southeast",0.440833333333333
"3868",2008,3,Mar 2008,"HI","Nitrogen",TRUE,2016,2016,NA,0.258642857142857
"3869",2008,3,Mar 2008,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",4.47344827586207
"3870",2008,3,Mar 2008,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0310526315789474
"3871",2008,3,Mar 2008,"IL","Nitrate",FALSE,NA,NA,"Corn Belt",3.05141666666667
"3872",2008,3,Mar 2008,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",1.27666666666667
"3873",2008,3,Mar 2008,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.055
"3874",2008,3,Mar 2008,"KY","Nitrate",FALSE,NA,NA,"Appalachian",0.986833333333333
"3875",2008,3,Mar 2008,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.60878259715987
"3876",2008,3,Mar 2008,"MI","Nitrate",FALSE,NA,NA,"Lake States",1.49688888888889
"3877",2008,3,Mar 2008,"MI","Nitrite",FALSE,NA,NA,"Lake States",0.0163333333333333
"3878",2008,3,Mar 2008,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",3.28583333333333
"3879",2008,3,Mar 2008,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.123
"3880",2008,3,Mar 2008,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",1.2425
"3881",2008,3,Mar 2008,"NC","Nitrogen",TRUE,2011,2011,"Appalachian",1.69
"3882",2008,3,Mar 2008,"ND","Nitrate",FALSE,NA,NA,"Northern Plains",0.179428571428571
"3883",2008,3,Mar 2008,"ND","Nitrite",FALSE,NA,NA,"Northern Plains",0.004
"3884",2008,3,Mar 2008,"NV","Nitrogen",TRUE,2004,2022,"Mountain",1.35022222222222
"3885",2008,3,Mar 2008,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.283822093023256
"3886",2008,3,Mar 2008,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0309230769230769
"3887",2008,3,Mar 2008,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.70631952380952
"3888",2008,3,Mar 2008,"SC","Nitrogen",FALSE,NA,NA,"Southeast",0.738631578947368
"3889",2008,3,Mar 2008,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",0.87825
"3890",2008,3,Mar 2008,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.35042553191489
"3891",2008,3,Mar 2008,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.92088157894737
"3892",2008,3,Mar 2008,"VT","Nitrate",FALSE,NA,NA,"Northeast",0.221578947368421
"3893",2008,3,Mar 2008,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.795
"3894",2008,3,Mar 2008,"WA","Nitrogen",TRUE,2018,2018,"Pacific",1.57775
"3895",2008,3,Mar 2008,"WI","Nitrate",FALSE,NA,NA,"Lake States",5.26916666666667
"3896",2008,3,Mar 2008,"WV","Nitrate",FALSE,NA,NA,"Appalachian",2.29325
"3897",2008,3,Mar 2008,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.0065
"3898",2008,3,Mar 2008,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",1.64733333333333
"3899",2008,3,Mar 2008,"WY","Nitrate",TRUE,2018,2018,"Mountain",0.507
"3900",2008,4,Apr 2008,"AK","Nitrate",FALSE,NA,NA,NA,0.7564488
"3901",2008,4,Apr 2008,"AL","Nitrate",TRUE,2015,2015,"Southeast",1.5875
"3902",2008,4,Apr 2008,"AZ","Nitrate",FALSE,1972,2023,"Mountain",5.67625
"3903",2008,4,Apr 2008,"AZ","Nitrite",FALSE,1972,2023,"Mountain",0.026
"3904",2008,4,Apr 2008,"CA","Nitrogen",TRUE,1918,2018,"Pacific",5.69385483870968
"3905",2008,4,Apr 2008,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.1599999965
"3906",2008,4,Apr 2008,"GA","Nitrogen",TRUE,2012,2012,"Southeast",0.4066
"3907",2008,4,Apr 2008,"HI","Nitrogen",TRUE,2016,2016,NA,0.244
"3908",2008,4,Apr 2008,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",6.8695652173913
"3909",2008,4,Apr 2008,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0460698689956332
"3910",2008,4,Apr 2008,"ID","Nitrogen",TRUE,1988,2023,"Mountain",0.2
"3911",2008,4,Apr 2008,"IL","Nitrate",FALSE,NA,NA,"Corn Belt",1.2322
"3912",2008,4,Apr 2008,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",0.661224489795918
"3913",2008,4,Apr 2008,"KS","Nitrite",FALSE,NA,NA,"Northern Plains",0.05
"3914",2008,4,Apr 2008,"KY","Nitrate",FALSE,NA,NA,"Appalachian",0.912426984126984
"3915",2008,4,Apr 2008,"MD","Nitrogen",TRUE,2002,2016,"Northeast",1.11895875473876
"3916",2008,4,Apr 2008,"ME","Nitrogen",FALSE,NA,NA,"Northeast",0.166111111111111
"3917",2008,4,Apr 2008,"MI","Nitrate",FALSE,NA,NA,"Lake States",1.31317948717949
"3918",2008,4,Apr 2008,"MI","Nitrite",FALSE,NA,NA,"Lake States",0.0159210526315789
"3919",2008,4,Apr 2008,"MN","Nitrogen",TRUE,2010,2010,"Lake States",0.88125
"3920",2008,4,Apr 2008,"MO","Nitrate",FALSE,NA,NA,"Corn Belt",9.02923076923077
"3921",2008,4,Apr 2008,"MO","Nitrite",FALSE,NA,NA,"Corn Belt",0.18625
"3922",2008,4,Apr 2008,"MO","Nitrogen",FALSE,NA,NA,"Corn Belt",1.0256976744186
"3923",2008,4,Apr 2008,"NC","Nitrogen",TRUE,2011,2011,"Appalachian",1.14
"3924",2008,4,Apr 2008,"NV","Nitrogen",TRUE,2004,2022,"Mountain",0.667947368421053
"3925",2008,4,Apr 2008,"NY","Nitrate",FALSE,NA,NA,"Northeast",0.457591525423729
"3926",2008,4,Apr 2008,"NY","Nitrite",FALSE,NA,NA,"Northeast",0.0169666666666667
"3927",2008,4,Apr 2008,"NY","Nitrogen",FALSE,NA,NA,"Northeast",0.386748453608247
"3928",2008,4,Apr 2008,"OH","Nitrite",FALSE,NA,NA,"Corn Belt",0.0655882352941176
"3929",2008,4,Apr 2008,"OR","Nitrogen",TRUE,1992,2021,"Pacific",0.491666666666667
"3930",2008,4,Apr 2008,"PA","Nitrogen",TRUE,1975,2012,"Northeast",1.4349356185567
"3931",2008,4,Apr 2008,"SC","Nitrogen",FALSE,NA,NA,"Southeast",0.873
"3932",2008,4,Apr 2008,"SD","Nitrate",FALSE,NA,NA,"Northern Plains",2.51215384615385
"3933",2008,4,Apr 2008,"TN","Nitrate",FALSE,NA,NA,"Appalachian",6.66
"3934",2008,4,Apr 2008,"TX","Nitrogen",TRUE,1997,2009,"Southern Plains",1.6815
"3935",2008,4,Apr 2008,"VA","Nitrogen",TRUE,2008,2022,"Appalachian",1.77051968503937
"3936",2008,4,Apr 2008,"VT","Nitrate",FALSE,NA,NA,"Northeast",0.246538461538462
"3937",2008,4,Apr 2008,"VT","Nitrogen",FALSE,NA,NA,"Northeast",0.504034090909091
"3938",2008,4,Apr 2008,"WA","Nitrogen",TRUE,2018,2018,"Pacific",1.51675
"3939",2008,4,Apr 2008,"WI","Nitrate",FALSE,NA,NA,"Lake States",0.504545454545455
"3940",2008,4,Apr 2008,"WV","Nitrate",FALSE,NA,NA,"Appalachian",2.79666666666667
"3941",2008,4,Apr 2008,"WV","Nitrite",FALSE,NA,NA,"Appalachian",0.0085
"3942",2008,4,Apr 2008,"WV","Nitrogen",FALSE,NA,NA,"Appalachian",1.3155
"3943",2008,4,Apr 2008,"WY","Nitrate",TRUE,2018,2018,"Mountain",0.137
"3944",2008,5,May 2008,"AK","Nitrite",FALSE,NA,NA,NA,0.003
"3945",2008,5,May 2008,"AK","Nitrogen",FALSE,NA,NA,NA,0.134285714285714
"3946",2008,5,May 2008,"AL","Nitrate",TRUE,2015,2015,"Southeast",1.425
"3947",2008,5,May 2008,"AZ","Nitrate",FALSE,1972,2023,"Mountain",4.47574576271186
"3948",2008,5,May 2008,"AZ","Nitrite",FALSE,1972,2023,"Mountain",0.023
"3949",2008,5,May 2008,"CA","Nitrogen",TRUE,1918,2018,"Pacific",4.82487878787879
"3950",2008,5,May 2008,"CT","Nitrogen",FALSE,NA,NA,"Northeast",0.166000001
"3951",2008,5,May 2008,"GA","Nitrogen",TRUE,2012,2012,"Southeast",0.473333333333333
"3952",2008,5,May 2008,"HI","Nitrogen",TRUE,2016,2016,NA,0.421914444444444
"3953",2008,5,May 2008,"IA","Nitrate",FALSE,NA,NA,"Corn Belt",6.54321459600347
"3954",2008,5,May 2008,"IA","Nitrite",FALSE,NA,NA,"Corn Belt",0.0537267904509284
"3955",2008,5,May 2008,"ID","Nitrogen",TRUE,1988,2023,"Mountain",0.104205115333333
"3956",2008,5,May 2008,"IL","Nitrate",FALSE,NA,NA,"Corn Belt",6.94233392857143
"3957",2008,5,May 2008,"IL","Nitrite",FALSE,NA,NA,"Corn Belt",0.0551070588235294
"3958",2008,5,May 2008,"KS","Nitrate",FALSE,NA,NA,"Northern Plains",1.01916666666667
